Call order,Test lane,Primary offer,Business,Category,City,State,Phone,Email,Rating,Reviews,Primary score,Website score,Review score,AI fit score,Confidence,Observable reason,Selection note,Website status,Website,Google Maps,Verify before call,Data freshness,Source(s),Contact name,Contact title,Employee estimate,Revenue estimate,Status,Notes
,,Research First,Renotight Construction,General Contractor,Phoenix,AZ,,,,0,43,43,23,18,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Roofs Arizona,Roofing,Phoenix,AZ,,,,0,43,43,30,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,"Sand and Sun Electric, LLC",Electrical,Phoenix,AZ,,,,0,43,43,30,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Seneca Painting LLC,Painting,Phoenix,AZ,,,,0,43,43,30,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,"Skyline Pool and Spas, LLC",Pool & Spa Service,Phoenix,AZ,,,,0,43,43,30,18,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Speck Cleaning,House Cleaning,Phoenix,AZ,,,,0,43,43,30,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Sunco Improvements,Roofing,Phoenix,AZ,,,,0,43,43,30,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Sunguard Custom Painting,Painting; Roofing,Phoenix,AZ,,,,0,43,43,30,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,"Superior Outdoor Specialists, Inc.",Landscaping,Phoenix,AZ,,,,0,43,43,30,18,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,SUSPIRIUM HOMES - AZ LLC,General Contractor,Phoenix,AZ,,,,0,43,43,23,18,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,SWC DESIGN & BUILD INC.,General Contractor,Phoenix,AZ,,,,0,43,43,23,18,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,"Tribar Construction, LLC",General Contractor,Phoenix,AZ,,,,0,43,43,23,18,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,"York Painting & Roofing, LLC",Roofing,Phoenix,AZ,,,,0,43,43,30,8,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website not yet cross-checked,,,angi_paid_signal_verified_website_and_gbp_pending,2026-07-22,Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Same Day Garage Door Services,garage door repair,Tempe,AZ,'+14808671884,savepro1@yahoo.com,5,556,42,42,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://samedaygaragedoorservices.com/,https://www.google.com/maps/search/?api=1&query=Same%20Day%20Garage%20Door%20Services&query_place_id=ChIJRxhsOX4HK4cRLtyeVqzJWjE,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,GOGO Garage Door Service,Garage door service,Apache Junction,AZ,(480) 779-7774,office@gogogarageservice.com,5,321,42,42,39,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://gogogarageservice.com/,https://maps.google.com/?cid=3993175692697339496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-22,Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8 | Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,Century Garage Door Repair Service,garage door repair,Scottsdale,AZ,'+16026692332,info@centurygaragescottsdale.com,5,310,42,42,42,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://centurygaragescottsdale.com/,https://www.google.com/maps/search/?api=1&query=Century%20Garage%20Door%20Repair%20Service&query_place_id=ChIJO19Rrad1K4cRlkrU7OGnCRs,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Anthem Garage Door Repairs,Garage door service,Anthem,AZ,(623) 745-1836,customercare@anthemgaragedoorspros.com,5,280,42,42,39,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://anthemgaragedoorspros.com/,https://maps.google.com/?cid=10659617574282129743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,CMB Garage Doors,Garage door service,Cave Creek,AZ,(480) 766-1884,sales@cmbgaragedoors.com,5,223,42,42,39,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://www.cmbgaragedoors.com/,https://maps.google.com/?cid=7586869926331989469&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Andrey’s Garage Doors,Garage door service,Laveen Village,AZ,(602) 877-6215,,5,197,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://andreysgaragedoors.com/,https://maps.google.com/?cid=7297363339132749057&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Level Up Garage Door,Garage door service,Queen Creek,AZ,(602) 500-1800,,5,195,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.levelupgaragedoor.com/,https://maps.google.com/?cid=3669076327572942557&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Coyote Garage Doors,Garage door service,San Tan Valley,AZ,(480) 800-7615,,5,186,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://www.coyotegaragedoors.com/,https://maps.google.com/?cid=4621403382833254852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Cyclone Door Service LLC,Garage door service,Gilbert,AZ,(480) 820-0714,,5,185,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://www.cyclonedoorservice.com/,https://maps.google.com/?cid=249568275058186377&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,JCTZ Garage Doors,Garage door service,Buckeye,AZ,(623) 335-3699,,5,174,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.jctzgaragedoors.com/,https://maps.google.com/?cid=17750100101477253813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,NE Mechanical LLC,Air conditioning repair service,Peoria,AZ,'+1 623-332-0295,,4.9,152,42,40,42,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://nemechanicalllc.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Bluefrog Plumbing + Drain Of Gilbert,Plumbing,Gilbert,AZ,'+1 480-757-6295,,5,145,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Live,https://bluefrogplumbing.com/gilbert/,"https://www.google.com/maps/place/bluefrog+Plumbing+and+Drain+of+Gilbert/@33.310857999999996,-111.74219389999999,14z/data=!4m8!1m2!2m1!1sbluefrog+Plumbing+and+Drain+of+Gilbert!3m4!1s0x40e8f2fc69371e8b:0x47345b7f1f7b944a!8m2!3d33.310857999999996!4d-111.74219389999999","Current Google identity matched; contact verification confidence is medium-high. Current Google identity was matched; no exact phone, domain, place ID, or exact-name-plus-city join to a core cockpit record was found.",2026-07-22,Angi paid-advertiser research · Jul 21 | Current Google and website cross-check · Jul 21,,,,,,
,,Research First,Estrella Roofing LLC,Empresa de instalación de cubiertas,Avondale,AZ,'+1 602-373-4313,,4.7,142,42,40,42,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.estrellaroofing.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,My Garage Guys,Garage door service,San Tan Valley,AZ,(480) 336-0880,,5,131,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://repairphoenixgaragedoor.com/,https://maps.google.com/?cid=1598078306323159180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Comfortable Living A/C & Heating,Air conditioning repair service,,AZ,'+1 602-541-0862,,4.9,130,42,40,42,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://comfortablelivingaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Blazing Sun Pool Service & Repair LLC,Pool service,Goodyear,AZ,(623) 321-0066,,5,126,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://blazingsunpoolcare.com/,https://maps.google.com/?cid=6904294433785542203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Perfection Pools LLC,Pool service,Goodyear,AZ,(623) 374-6882,,5,120,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://www.perfectionpoolsllc.com/,https://maps.google.com/?cid=2655838473272442555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Off the Deep End Pool Service LLC,Pool service,Chandler,AZ,(602) 920-3409,,5,119,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://www.otdepoolservice.com/,https://maps.google.com/?cid=8936963343275719841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Wrangler Garage Doors,Garage door service,Buckeye,AZ,(602) 425-8963,,5,118,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://wranglergaragedoors.com/,https://maps.google.com/?cid=10806572046925369357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Aqua Harmony Pools,Pool service,Phoenix,AZ,(480) 542-7341,,5,114,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.aquaharmonypools.com/,https://maps.google.com/?cid=8480841186706976518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Garage Door Tune-ups,Garage door service,Phoenix,AZ,(602) 935-8009,,5,101,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.gdtuneupphx.com/,https://maps.google.com/?cid=12856859677658967911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Pinnacle Garage Door and Repair,Garage door service,Phoenix,AZ,(602) 932-6765,,5,100,42,39,42,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.garagedoorandrepairphoenix.com/,https://maps.google.com/?cid=15172440718521794111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,"Bell Air Conditioning, LLC.",Air conditioning repair service,Sun City,AZ,'+1 623-748-3324,,4.9,7862,40,40,36,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.bellairconditioningaz.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Efficient Air HVAC & Energy Solutions,Air conditioning repair service,Goodyear,AZ,'+1 623-882-8390,,4.8,1263,40,40,36,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://myefficientair.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,"1st Choice Plumbing, Air & Insulation",Air conditioning repair service,Phoenix,AZ,'+1 623-292-3697,,4.9,1220,40,40,36,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://1stchoicemechanicalaz.com/air-conditioning-phoenix-az/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,"Air-zona Air Conditioning, Heating & Ventilation L.L.C.",Air conditioning repair service,Peoria,AZ,'+1 602-584-5439,,4.9,906,40,40,36,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.air-zona.net/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Clark Heating and Cooling,Air conditioning repair service,Peoria,AZ,'+1 602-793-2477,,5,481,40,40,29,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.clarkheatandcool.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Triple J Auto,Auto body shop,Phoenix,AZ,'+1 480-206-2852,,5,382,40,40,36,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://triplejautobody.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Brocard Air Conditioning & Heating,Air conditioning repair service,,AZ,'+1 602-892-5559,,4.9,226,40,40,36,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://brocardac.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Qual-Tech Air Conditioning and Heating,Air conditioning repair service,Surprise,AZ,'+1 623-234-3608,,4.9,222,40,40,36,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.qualtechachtg.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Paint Parties by Julie,Event planner,,AZ,'+1 602-320-8934,,5,215,40,40,29,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://paintpartiesbyjulie.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,A/C ExperTek Service and Installation,Air conditioning repair service,Goodyear,AZ,'+1 623-537-4830,,5,206,40,40,29,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://www.acexpertek.com/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,"Lee's Air, Plumbing, & Heating",Air conditioning repair service,Peoria,AZ,'+1 602-649-2180,,5,113,40,40,35,16,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,https://leesair.com/peoria/,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Triple B Garage Doors And Gates LLC,Garage door service,Mesa,AZ,(480) 489-5799,,5,867,39,39,36,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://triplebgaragedoors.com/,https://maps.google.com/?cid=17121827897967893819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Apex Garage Door and Repair,garage door repair,Peoria,AZ,'+16023549484,,5,587,39,39,39,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.apexgaragedoorandrepair.com/,https://www.google.com/maps/search/?api=1&query=Apex%20Garage%20Door%20and%20Repair&query_place_id=ChIJG1Qlh-JtK4cR7b1PC7nzIuQ,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,JT's Overhead Doors,Garage door service,Gilbert,AZ,(480) 662-3315,,5,546,39,39,36,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.jtsoverheaddoor.com/,https://maps.google.com/?cid=10238198596917878332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,AZ Garage Doors Today,garage door repair,Chandler,AZ,'+14805007027,,5,525,39,39,39,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://azgaragedoors.today/,https://www.google.com/maps/search/?api=1&query=AZ%20Garage%20Doors%20Today&query_place_id=ChIJkW_aq3TuSIgR3RhBWpYhQsk,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Design Array Garage Door Store,garage door repair,Peoria,AZ,'+16239157777,,5,493,39,39,39,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://makemydoor.com/,https://www.google.com/maps/search/?api=1&query=Design%20Array%20Garage%20Door%20Store&query_place_id=ChIJgweWeQdBK4cRFv6GamHaLnc,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,US Garage Door Heroes Repair & Install,Garage door service,San Tan Valley,AZ,(602) 932-9212,,5,445,39,39,36,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://thegaragedoorheroes.com/garage-door-repair-installation-in-queen-creek-az/,https://maps.google.com/?cid=17946839988901653805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,The Barn Door Store,Garage door service,Scottsdale,AZ,(480) 688-3820,,5,399,39,39,36,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://www.thebarndoorstore.com/,https://maps.google.com/?cid=961237874334282202&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Garage Doors at Chandler,Garage door service,Chandler,AZ,(480) 378-2399,,5,352,39,39,36,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://garagedoorsatchandler.com/,https://maps.google.com/?cid=15564880937048434460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Copagrande Garage,Garage door service,Maricopa,AZ,(623) 221-0036,,5,296,39,39,36,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://copagrandegarage.com/,https://maps.google.com/?cid=7458859542982118005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-08,Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Expert Garage Door Service,Garage door service,Scottsdale,AZ,(602) 888-3639,,5,212,39,39,36,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://expertgaragerepair.com/,https://maps.google.com/?cid=4628554263373915874&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Source record only; verify immediately before outreach.,2026-07-22,Phoenix pool/garage probe · Jul 8 | Angi paid-advertiser research · Jul 21,,,,,,
,,Research First,"Bulldog Garage Doors of Peoria, AZ",garage door repair,Peoria,AZ,'+16027100046,,5,166,39,39,39,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,https://www.bulldoggaragedoorsaz.com/,https://www.google.com/maps/search/?api=1&query=Bulldog%20Garage%20Doors%20of%20Peoria%2C%20AZ&query_place_id=ChIJNe8CIVhBpUYRMh_iFkwEdTI,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix trades call list · Jul 2026 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,Lion Landscaping AZ LLC,landscaper,Tempe,AZ,'+14802289239,,5,134,39,39,39,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Official website found in current search,https://rlionlandscaping.com/,https://www.google.com/maps/search/?api=1&query=Lion%20Landscaping%20AZ%20LLC&query_place_id=ChIJe_M0cZgHK4cRNb9GowQa3KQ,Official site found in a current search on 2026-07-20.,2026-07-10,Arizona service leads · Maps Jul 8 / audit Jul 9,,,,,,
,,Research First,Forever Blue LLC.,pool service,Glendale,AZ,'+16236404777,,5,63,39,35,39,26,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Basic website checks pass,http://foreverbluepools.simdif.com/,https://www.google.com/maps/search/?api=1&query=Forever%20Blue%20LLC.&query_place_id=ChIJzyagTDFpK4cROWantRYTjSI,Source record only; verify immediately before outreach.,2026-07-08,Arizona service leads · Maps Jul 8 / audit Jul 9 | Phoenix pool/garage probe · Jul 8,,,,,,
,,Research First,AZ Palm Trimmers,Tree service,Phoenix,AZ,'+1 480-680-9244,grassfire71@gmail.com,,0,37,33,37,32,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,Website listed · not live-audited,http://www.azpalmtrimmers.com/,"https://www.google.com/maps/place/AZ+Palm+Trimmers/@33.4986094,-112.01482449999999,14z/data=!4m8!1m2!2m1!1sAZ+Palm+Trimmers!3m4!1s0x872b0d0145fdbb33:0xf3f3bfc409d6bcee!8m2!3d33.4986094!4d-112.01482449999999",Source record only; verify immediately before outreach.,2026-05-15,Tree-service Outscraper · May 15,,,,,,
,,Research First,Evergeen Roofing Buckeye,Home builder,Buckeye,AZ,'+1 602-898-5213,,,0,37,37,19,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,GaraExpert Door's Repair,Transmission shop,Phoenix,AZ,'+1 562-518-3070,,,0,37,37,19,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,GaraProline Door's Repair,Transmission shop,Phoenix,AZ,'+1 840-260-5012,,,0,37,37,19,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,"General Garage Door, LLC",Local service,,AZ,'+1 623-587-1459,,5,0,37,37,29,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,Lion Garage Door Services,Local service,,AZ,'+1 602-932-7969,,5,0,37,37,29,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
,,Research First,PrecisionMax Garage Door's Solutions,Local service,Phoenix,AZ,'+1 840-225-1130,,,0,37,37,19,12,Low,"The record lacks enough current, specific evidence for a responsible first pitch.",,No website in source · manual check required,,,Source record only; verify immediately before outreach.,2026-07,Phoenix trades call list · Jul 2026,,,,,,
